smiles,mol_id,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
OC(=O)C(Cl)C,TOX1545,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
C(O)(C(C)Cl)=O,TOX1545,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
O=[Cd],TOX4715,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Cd]=O,TOX4715,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Cd]=O,TOX4715,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=[Cd],TOX4715,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,TOX27490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C(C)C)(=O)OC(CCC=C(C)C)(C)C=C,TOX27490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)(C)C(=O)OC(C)(CCC=C(C)C)C=C,TOX27490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C(OC(CCC=C(C)C)(C)C=C)=O)C,TOX27490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,TOX27497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCOC(=O)c1c(C(=O)OCCCCCCCC)cccc1)CCCCC,TOX27497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccc(C(OCCCCCCCCCC)=O)c1C(=O)OCCCCCCCC,TOX27497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCOC(=O)c1c(cccc1)C(OCCCCCCCC)=O)CCCCCC,TOX27497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)OC=O,TOX7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C(C)(C)OC=O,TOX7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C(OC=O)(C)C,TOX7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C(OC(C)C)=O,TOX7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
N#Cc1cccc(C#N)c1,TOX7259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(C#N)cc1C#N,TOX7259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(C#N)cc(ccc1)C#N,TOX7259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(cccc(c1)C#N)C#N,TOX7259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)/C=C/C(=O)OCC,TOX7253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O=C(OCC)/C=C/C(=O)OCC,TOX7253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O=C(/C=C/C(=O)OCC)OCC,TOX7253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CCOC(/C=C/C(OCC)=O)=O,TOX7253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CCC(C)COC(C)=O,TOX7254,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(COC(=O)C)C,TOX7254,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(C)OCC(C)CC,TOX7254,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC)(COC(=O)C)C,TOX7254,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(Cc2ccccc2)cc1,TOX21891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(Cc2ccccc2)cc1,TOX21891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(ccc1)Cc1ccccc1,TOX21891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccc(c1)Cc1ccccc1,TOX21891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1CNCCc2ccc(Cl)cc21,TOX28585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c12CCNC[C@H](C)c2cc(cc1)Cl,TOX28585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c12c(ccc(c1)Cl)CCNC[C@@H]2C,TOX28585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(Cl)cc2c1CCNC[C@@H]2C,TOX28585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,TOX28586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(c1nnc(C)o1)NC(C)(c1nc(C(NCc2ccc(F)cc2)=O)c(O)c(n1C)=O)C,TOX28586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(NCc1ccc(cc1)F)c1c(O)c(=O)n(C)c(C(NC(c2oc(C)nn2)=O)(C)C)n1,TOX28586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(CNC(c2nc(n(c(c2O)=O)C)C(C)(C)NC(=O)c2nnc(C)o2)=O)ccc(cc1)F,TOX28586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)OC(=O)c1ccc(O)cc1,TOX24607,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
C(C)C(C)OC(c1ccc(cc1)O)=O,TOX24607,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
O(C(CC)C)C(=O)c1ccc(cc1)O,TOX24607,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
c1c(ccc(c1)C(=O)OC(CC)C)O,TOX24607,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,TOX24606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N(C(Nc1cc(ccc1C)NC(=O)N(C)C)=O)(C)C,TOX24606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C(Nc1c(ccc(NC(=O)N(C)C)c1)C)=O)C,TOX24606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N(C(N(C)C)=O)c1cc(c(C)cc1)NC(=O)N(C)C,TOX24606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=COCC1CCC(COC=C)CC1,TOX24604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C1CCC(COC=C)CC1)OC=C,TOX24604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1CC(COC=C)CCC1COC=C,TOX24604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=COCC1CCC(CC1)COC=C,TOX24604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],TOX28588,,,,,,,,0.0,,0.0,,
C(CN1CCN(CC(O)C)CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])([O-])=O.[Gd+3],TOX28588,,,,,,,,0.0,,0.0,,
C1CN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC(O)C)CCN1CC(=O)[O-].[Gd+3],TOX28588,,,,,,,,0.0,,0.0,,
O=C([O-])CN1CCN(CCN(CCN(CC(=O)[O-])CC1)CC(C)O)CC(=O)[O-].[Gd+3],TOX28588,,,,,,,,0.0,,0.0,,
CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,TOX28721,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
c1cc(ccc1/C=C1\CCCCC1=O)C(C(O)=O)C,TOX28721,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1CC/C(=C\c2ccc(cc2)C(C)C(O)=O)C(C1)=O,TOX28721,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C1C/C(C(=O)CC1)=C\c1ccc(cc1)C(C)C(=O)O,TOX28721,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,TOX28722,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0
C1(c2cc(OCC)c(OCCCCC)cc2)SC(=O)NC1=O,TOX28722,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0
C(C)Oc1c(OCCCCC)ccc(C2C(=O)NC(=O)S2)c1,TOX28722,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0
C(COc1c(cc(C2C(NC(S2)=O)=O)cc1)OCC)CCC,TOX28722,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0
CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c2ccccc2OC)OC)CC1,TOX28724,0.0,,0.0,,,0.0,,,,,0.0,
C(CCCCCCNC(OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(C(c1ccccc1OC)=O)Cc1cccc[n+]1CC)OC)=O)CCCCCCCCCCC,TOX28724,0.0,,0.0,,,0.0,,,,,0.0,
c1cc([n+](cc1)CC)CN(C(=O)OC[C@H](OC)COC(=O)N1CCC(OC(=O)NCCCCCCCCCCCCCCCCCC)CC1)C(=O)c1ccccc1OC,TOX28724,0.0,,0.0,,,0.0,,,,,0.0,
c1cccc(C(N(C(=O)OC[C@H](OC)COC(N2CCC(CC2)OC(NCCCCCCCCCCCCCCCCCC)=O)=O)Cc2[n+](CC)cccc2)=O)c1OC,TOX28724,0.0,,0.0,,,0.0,,,,,0.0,
Cc1ccc(/C=N/n2c(-c3ccccc3)csc2=S)cc1,TOX28727,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,0.0
c1cc(-c2n(/N=C/c3ccc(cc3)C)c(=S)sc2)ccc1,TOX28727,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,0.0
c1(/C=N/n2c(scc2-c2ccccc2)=S)ccc(cc1)C,TOX28727,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,0.0
c1(-c2csc(n2/N=C/c2ccc(C)cc2)=S)ccccc1,TOX28727,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,0.0
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,TOX27809,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,
O=C(CN(C)CCCN1c2c(CCc3c1cccc3)cccc2)c1ccc(Cl)cc1,TOX27809,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,
c12CCc3ccccc3N(CCCN(C)CC(=O)c3ccc(cc3)Cl)c2cccc1,TOX27809,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,
Clc1ccc(C(CN(CCCN2c3ccccc3CCc3c2cccc3)C)=O)cc1,TOX27809,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,TOX27805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Clc1ccc(C(c2ncccc2)OCCN(C)C)cc1,TOX27805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Clc1ccc(cc1)C(OCCN(C)C)c1ncccc1,TOX27805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C(CN(C)C)OC(c1ccccn1)c1ccc(Cl)cc1,TOX27805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,TOX27806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
[C@H]1(O[C@@H]2O[C@@H]([C@H]([C@H]2O)O[C@H]2O[C@H]([C@@H](O)[C@H](O)[C@H]2N)CN)CO)[C@@H]([C@H](C[C@H]([C@@H]1O)N)N)O[C@@H]1[C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)N,TOX27806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
N[C@@H]1C[C@@H]([C@@H](O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)[C@@H]([C@H]1O)O[C@@H]1O[C@@H]([C@@H](O[C@H]2O[C@@H](CN)[C@@H](O)[C@@H]([C@H]2N)O)[C@H]1O)CO)N,TOX27806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
[C@@H]1([C@H](N)C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)[C@@H]1O[C@H]1[C@@H]([C@H](O[C@H]2O[C@H]([C@H]([C@@H]([C@H]2N)O)O)CN)[C@@H](CO)O1)O)O,TOX27806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,TOX27802,,,,,,,,,,0.0,,
C1N2C[C@@H](C=C(CC)C2)C[C@](c2c(OC)cc3c([C@@]45[C@H]6N(CC4)CC=C[C@]6([C@H]([C@]([C@@H]5N3C)(O)C(=O)OC)OC(=O)C)CC)c2)(c2c1c1ccccc1[nH]2)C(OC)=O,TOX27802,,,,,,,,,,0.0,,
[C@@H]12C[C@@](c3cc4c(cc3OC)N([C@H]3[C@@](C(=O)OC)([C@H](OC(=O)C)[C@@]5(CC)[C@@H]6N(CC[C@@]463)CC=C5)O)C)(C(OC)=O)c3[nH]c4c(c3CN(CC(=C1)CC)C2)cccc4,TOX27802,,,,,,,,,,0.0,,
c1(cc2[C@@]34[C@H]([C@@](O)(C(OC)=O)[C@H](OC(=O)C)[C@]5([C@@H]3N(CC=C5)CC4)CC)N(C)c2cc1OC)[C@@]1(C(OC)=O)C[C@@H]2C=C(CN(C2)Cc2c1[nH]c1ccccc21)CC,TOX27802,,,,,,,,,,0.0,,
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,TOX6252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccccc1OP(Oc1ccccc1)Oc1ccccc1,TOX6252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccccc1OP(Oc1ccccc1)Oc1ccccc1,TOX6252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cccc(c1)OP(Oc1ccccc1)Oc1ccccc1,TOX6252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)OCC,TOX5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)OC(OCC)=O,TOX5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)OCC,TOX5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O(C(OCC)=O)CC,TOX5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,TOX5040,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
C(N(CC)c1ccccc1)(=O)N(c1ccccc1)CC,TOX5040,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
c1ccc(cc1)N(CC)C(N(CC)c1ccccc1)=O,TOX5040,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
CCN(c1ccccc1)C(=O)N(CC)c1ccccc1,TOX5040,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
CCOCCOCCOCC,TOX5047,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
O(CCOCC)CCOCC,TOX5047,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCOCCOCCOCC,TOX5047,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
C(COCCOCC)OCC,TOX5047,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
C1CN2CCN1CC2,TOX2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N12CCN(CC2)CC1,TOX2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N12CCN(CC2)CC1,TOX2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1N2CCN(CC2)C1,TOX2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCC/C=C\CCCCCCCCO,TOX2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC/C=C\CCCCCCCC)CCCCCO,TOX2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CCCCCCC)/C=C\CCCCCCCCO,TOX2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(/C=C\CCCCCCCCO)CCCCCCC,TOX2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,TOX9874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
c1cc(OC(C)(C(=O)OC(C)C)C)ccc1C(=O)c1ccc(cc1)Cl,TOX9874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
O=C(OC(C)C)C(C)(C)Oc1ccc(C(=O)c2ccc(cc2)Cl)cc1,TOX9874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)(C(=O)OC(C)C)C,TOX9874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
ClC(Cl)(Cl)Br,TOX3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClC(Br)(Cl)Cl,TOX3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClC(Br)(Cl)Cl,TOX3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BrC(Cl)(Cl)Cl,TOX3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)[C@H]1CC=C(C)CC1,TOX778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(=C)(C)[C@@H]1CCC(=CC1)C,TOX778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=C(C)CC[C@@H](C(=C)C)C1,TOX778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1[C@H](C(=C)C)CCC(C)=C1,TOX778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1nc(=O)[nH]cc1F,TOX3059,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fc1c(N)nc([nH]c1)=O,TOX3059,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fc1c[nH]c(=O)nc1N,TOX3059,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(c(N)nc(=O)[nH]c1)F,TOX3059,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=CC1CC=CCC1,TOX6661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1CC=CCC1C=O,TOX6661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C1CCC=CC1)=O,TOX6661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=CC1CCC=CC1,TOX6661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,TOX12424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[N+](=O)([O-])c1cc(S(=O)(C)=O)ccc1C(C1C(CCCC1=O)=O)=O,TOX12424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
c1(c(C(C2C(=O)CCCC2=O)=O)ccc(S(=O)(=O)C)c1)[N+]([O-])=O,TOX12424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C1(=O)C(C(CCC1)=O)C(=O)c1ccc(S(=O)(=O)C)cc1[N+]([O-])=O,TOX12424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SCc1ccccc1,TOX6664,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
c1c(CS)cccc1,TOX6664,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
c1cccc(c1)CS,TOX6664,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
c1ccc(cc1)CS,TOX6664,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
N#Cc1cccnc1,TOX6665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n1cccc(C#N)c1,TOX6665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccncc1C#N,TOX6665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n1cccc(C#N)c1,TOX6665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC1(CC)C(=O)C=CNC1=O,TOX25262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1(C(CC)(C(=O)C=CN1)CC)=O,TOX25262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(C)C1(CC)C(=O)C=CNC1=O,TOX25262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1C(CC)(CC)C(=O)C=CN1,TOX25262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,TOX25265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1(NS(=O)(=O)c2ccc(N)cc2)nnc(cc1)Cl,TOX25265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clc1ccc(nn1)NS(c1ccc(N)cc1)(=O)=O,TOX25265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1c(nnc(c1)NS(=O)(=O)c1ccc(cc1)N)Cl,TOX25265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)CO,TOX5363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C(CO)O,TOX5363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
OCC(O)=O,TOX5363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
OC(CO)=O,TOX5363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=CC=O,TOX5364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(=O)C=O,TOX5364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(=O)C=O,TOX5364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=CC=O,TOX5364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,TOX552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(CC(=O)O)C(=O)O.c1ccnc(c1)C(c1ccccc1)(C)OCCN(C)C,TOX552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(CCC(O)=O)O.c1(C(OCCN(C)C)(c2ccccc2)C)ccccn1,TOX552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
